credito_id,cliente_id,producto_id,monto_aprobado,saldo_actual,dias_mora,fecha_desembolso
15683,8079,45,18856,4393,0,2025-08-04 23:23:15.242552
15684,5282,43,14678,3553,0,2025-05-15 23:23:15.242552
15685,756,17,5799,4622,90,2026-02-12 23:23:15.242552
15686,9881,40,11670,6702,0,2025-08-22 23:23:15.242552
15687,9450,43,11687,6135,90,2025-11-28 23:23:15.242552
15688,1634,13,2195,1378,90,2026-02-27 23:23:15.242552
15689,1137,41,7806,984,0,2025-11-19 23:23:15.242552
15690,8600,11,4655,3151,40,2025-06-05 23:23:15.242552
15691,5742,29,17608,13881,0,2025-03-06 23:23:15.242552
15692,1579,45,4112,1566,90,2025-08-23 23:23:15.242552
15693,2300,45,11571,2455,0,2025-05-09 23:23:15.242552
15694,983,44,8598,5610,0,2025-03-25 23:23:15.242552
15695,5385,49,2842,2012,0,2025-05-16 23:23:15.242552
15696,280,39,12125,1302,0,2025-11-16 23:23:15.242552
15697,9643,33,2101,766,0,2026-03-06 23:23:15.242552
15698,9354,44,16196,3066,40,2025-03-18 23:23:15.242552
15699,1218,14,5578,4053,10,2025-11-19 23:23:15.242552
15700,5034,14,9189,846,0,2025-08-04 23:23:15.242552
15701,5046,24,4702,4367,90,2025-09-27 23:23:15.242552
15702,5710,38,12094,8765,0,2025-08-26 23:23:15.242552
15703,7829,17,2451,1945,0,2025-08-19 23:23:15.242552
15704,7761,8,4733,3932,0,2025-06-08 23:23:15.242552
15705,736,20,14366,12119,10,2026-03-06 23:23:15.242552
15706,1062,18,2137,1698,20,2026-01-29 23:23:15.242552
15707,1446,50,1799,1464,0,2025-04-29 23:23:15.242552
15708,694,43,16671,14385,0,2025-04-10 23:23:15.242552
15709,3024,33,16638,8983,0,2025-08-15 23:23:15.242552
15710,3949,42,7988,2118,40,2026-01-30 23:23:15.242552
15711,8993,27,2687,596,40,2025-08-03 23:23:15.242552
15712,1682,28,6119,5186,20,2026-02-23 23:23:15.242552
15713,9067,41,11041,4824,40,2025-04-30 23:23:15.242552
15714,9047,16,6537,3946,0,2025-08-10 23:23:15.242552
15715,3644,7,19278,5185,40,2025-12-23 23:23:15.242552
15716,6478,11,3745,612,0,2025-09-15 23:23:15.242552
15717,3737,10,10403,7729,0,2025-04-21 23:23:15.242552
15718,7181,7,1235,501,0,2026-02-21 23:23:15.242552
15719,3770,20,12068,132,20,2025-11-22 23:23:15.242552
15720,7233,22,15062,697,0,2025-05-14 23:23:15.242552
15721,1527,15,19516,5065,90,2025-08-30 23:23:15.242552
15722,1946,27,10518,5002,40,2025-04-28 23:23:15.242552
15723,3640,30,9834,9291,10,2025-05-07 23:23:15.242552
15724,6529,31,7142,5254,0,2025-10-04 23:23:15.242552
15725,4402,38,10009,1034,90,2025-03-22 23:23:15.242552
15726,1542,41,6853,3299,10,2025-03-25 23:23:15.242552
15727,4889,23,8790,5570,0,2025-03-26 23:23:15.242552
15728,2583,26,9533,6361,10,2025-07-08 23:23:15.242552
15729,5173,35,4399,859,40,2025-07-28 23:23:15.242552
15730,5592,9,11206,3029,40,2025-07-14 23:23:15.242552
15731,3863,25,10111,3725,40,2025-09-16 23:23:15.242552
15732,7861,5,15405,4681,90,2025-04-22 23:23:15.242552
15733,2812,19,12817,5101,20,2026-02-11 23:23:15.242552
15734,477,25,14613,6138,20,2025-08-31 23:23:15.242552
15735,6019,44,11674,346,40,2025-09-13 23:23:15.242552
15736,1709,37,12964,10600,40,2026-01-28 23:23:15.242552
15737,465,5,14471,8980,40,2025-06-09 23:23:15.242552
15738,8206,12,15776,4613,90,2025-05-19 23:23:15.242552
15739,7232,49,2174,1662,0,2025-09-04 23:23:15.242552
15740,1768,49,14318,11657,20,2025-08-09 23:23:15.242552
15741,9241,20,5217,2182,90,2025-06-10 23:23:15.242552
15742,5010,16,15473,217,40,2025-10-03 23:23:15.242552
15743,9013,41,13014,1146,20,2026-02-22 23:23:15.242552
15744,4444,30,15592,7056,90,2025-05-11 23:23:15.242552
15745,248,11,11591,9462,0,2026-02-24 23:23:15.242552
15746,4370,9,4081,3187,0,2025-07-09 23:23:15.242552
15747,6357,1,12230,9587,0,2026-03-03 23:23:15.242552
15748,8672,1,17065,7707,0,2025-09-10 23:23:15.242552
15749,8738,32,3008,1211,10,2025-10-03 23:23:15.242552
15750,3551,3,16739,4728,0,2025-12-03 23:23:15.242552
15751,3226,14,2326,407,0,2025-08-16 23:23:15.242552
15752,823,22,11015,3020,0,2025-09-05 23:23:15.242552
15753,2852,33,6100,4902,90,2026-01-16 23:23:15.242552
15754,1568,18,9556,6748,0,2025-06-24 23:23:15.242552
15755,3494,27,5178,1021,0,2025-10-08 23:23:15.242552
15756,3106,10,17888,1316,0,2025-04-04 23:23:15.242552
15757,3824,5,5068,1151,90,2025-07-14 23:23:15.242552
15758,7599,45,14393,13700,90,2025-04-24 23:23:15.242552
15759,8157,42,11054,9480,0,2025-11-12 23:23:15.242552
15760,6488,28,2212,1341,20,2026-01-09 23:23:15.242552
15761,8682,42,16083,4498,20,2025-12-23 23:23:15.242552
15762,437,50,10791,9063,90,2026-03-02 23:23:15.242552
15763,3674,8,4290,2078,90,2025-08-08 23:23:15.242552
15764,2964,45,5733,828,0,2026-03-02 23:23:15.242552
15765,3403,16,13535,2661,90,2025-11-21 23:23:15.242552
15766,4040,6,1610,572,90,2025-11-01 23:23:15.242552
15767,7560,32,12999,11479,0,2025-03-17 23:23:15.242552
15768,8530,22,3112,2266,0,2025-04-25 23:23:15.242552
15769,9570,9,3841,441,0,2025-06-25 23:23:15.242552
15770,3557,37,12097,2400,0,2025-11-17 23:23:15.242552
15771,8112,6,15840,9690,0,2025-12-31 23:23:15.242552
15772,5838,35,18446,2172,0,2025-06-22 23:23:15.242552
15773,6560,22,17551,6723,0,2025-08-01 23:23:15.242552
15774,5138,18,11875,10398,0,2025-10-24 23:23:15.242552
15775,5952,12,19027,6568,10,2025-10-28 23:23:15.242552
15776,1079,17,16802,3512,10,2025-10-01 23:23:15.242552
15777,3752,23,7355,3310,0,2025-09-02 23:23:15.242552
15778,3611,6,10346,1913,10,2025-04-19 23:23:15.242552
15779,9316,43,5199,3468,20,2025-06-04 23:23:15.242552
15780,610,50,4507,1142,40,2025-03-11 23:23:15.242552
15781,4504,23,3229,3185,40,2025-06-14 23:23:15.242552
15782,6295,23,18054,7799,20,2026-01-17 23:23:15.242552
15783,6001,49,2426,1413,40,2026-03-02 23:23:15.242552
15784,6626,8,4914,3866,0,2025-12-01 23:23:15.242552
15785,7078,9,1250,646,20,2025-09-18 23:23:15.242552
15786,2446,43,17840,16656,10,2025-09-09 23:23:15.242552
15787,3542,15,9918,7278,0,2025-11-18 23:23:15.242552
15788,6655,37,19203,616,90,2025-10-27 23:23:15.242552
15789,1147,3,4032,674,90,2025-09-26 23:23:15.242552
15790,5499,35,16056,11660,0,2025-11-02 23:23:15.242552
15791,4110,29,17467,2844,0,2025-10-02 23:23:15.242552
15792,156,8,13455,10723,10,2026-02-27 23:23:15.242552
15793,8833,21,7475,5732,0,2025-03-16 23:23:15.242552
15794,7295,41,7883,7349,10,2025-05-01 23:23:15.242552
15795,863,17,4965,2796,10,2025-03-18 23:23:15.242552
15796,6023,1,18745,1961,10,2025-07-24 23:23:15.242552
15797,3330,26,2435,1178,0,2026-02-13 23:23:15.242552
15798,1223,3,14383,8536,0,2026-01-16 23:23:15.242552
15799,7240,43,6720,5710,10,2026-02-02 23:23:15.242552
15800,5106,17,5555,2443,0,2025-10-31 23:23:15.242552
15801,8016,20,7693,4492,0,2025-04-09 23:23:15.242552
15802,5061,23,13839,10440,90,2026-02-22 23:23:15.242552
15803,4583,14,18978,14688,0,2025-06-26 23:23:15.242552
15804,1862,35,8617,8162,40,2025-12-23 23:23:15.242552
15805,2308,11,5757,5186,0,2026-02-13 23:23:15.242552
15806,7491,12,17966,1236,0,2025-12-30 23:23:15.242552
15807,4341,36,8791,6542,20,2025-08-28 23:23:15.242552
15808,4220,33,18835,10737,40,2025-06-04 23:23:15.242552
15809,5568,6,3479,2099,10,2025-06-10 23:23:15.242552
15810,7511,12,14515,3473,0,2025-10-27 23:23:15.242552
15811,7585,37,12667,11684,0,2025-08-21 23:23:15.242552
15812,1065,46,4422,725,10,2025-03-09 23:23:15.242552
15813,7393,22,9413,572,0,2025-11-20 23:23:15.242552
15814,8294,5,9375,4114,0,2025-07-16 23:23:15.242552
15815,9905,6,7393,6817,0,2025-10-06 23:23:15.242552
15816,9439,2,8790,3206,90,2025-10-29 23:23:15.242552
15817,6092,8,9121,7593,10,2025-09-26 23:23:15.242552
15818,3699,49,3204,2394,40,2026-01-17 23:23:15.242552
15819,1276,40,10151,4804,90,2026-01-02 23:23:15.242552
15820,340,2,9770,3416,40,2025-12-28 23:23:15.242552
15821,5861,12,16445,5498,10,2025-04-20 23:23:15.242552
15822,4074,31,14278,12199,0,2026-01-25 23:23:15.242552
15823,1134,16,10759,7822,0,2025-11-28 23:23:15.242552
15824,7539,48,8694,1735,20,2026-01-09 23:23:15.242552
15825,4312,36,15631,14492,0,2025-06-26 23:23:15.242552
15826,836,7,16911,7533,40,2026-02-13 23:23:15.242552
15827,9944,36,11357,7511,20,2025-08-09 23:23:15.242552
15828,1857,4,19722,15111,20,2025-12-27 23:23:15.242552
15829,5064,43,10158,1045,90,2025-08-14 23:23:15.242552
15830,7164,20,9280,3656,0,2026-02-10 23:23:15.242552
15831,2785,41,13994,8173,0,2025-03-25 23:23:15.242552
15832,3327,35,1343,466,10,2025-09-11 23:23:15.242552
15833,6954,14,17649,3840,40,2025-03-19 23:23:15.242552
15834,6172,5,13734,6607,0,2025-12-27 23:23:15.242552
15835,7700,16,9540,7138,10,2025-08-11 23:23:15.242552
15836,4009,15,19490,8698,90,2026-02-26 23:23:15.242552
15837,3114,16,10860,6420,0,2026-01-15 23:23:15.242552
15838,9672,10,11512,77,0,2025-08-12 23:23:15.242552
15839,4902,36,11482,367,0,2025-05-04 23:23:15.242552
15840,7765,31,11487,9567,90,2025-03-16 23:23:15.242552
15841,1536,40,18377,7108,0,2025-04-13 23:23:15.242552
15842,8873,27,10064,9897,40,2025-07-18 23:23:15.242552
15843,9840,17,9199,8897,0,2026-02-02 23:23:15.242552
15844,4705,7,3575,106,90,2025-05-01 23:23:15.242552
15845,8349,31,18330,12918,10,2025-09-29 23:23:15.242552
15846,435,10,1634,1628,0,2025-07-20 23:23:15.242552
15847,6371,31,19696,8116,20,2025-04-08 23:23:15.242552
15848,6671,41,11754,9595,10,2025-04-06 23:23:15.242552
15849,7577,16,10798,7918,20,2025-08-20 23:23:15.242552
15850,552,33,15646,14898,10,2025-06-03 23:23:15.242552
15851,9595,5,19858,19466,40,2025-07-30 23:23:15.242552
15852,2133,24,13106,12,20,2025-05-07 23:23:15.242552
15853,7601,9,18519,3745,0,2025-10-20 23:23:15.242552
15854,2488,11,12173,5119,10,2025-08-02 23:23:15.242552
15855,7801,25,19320,5759,0,2026-02-16 23:23:15.242552
15856,1466,25,6188,4563,0,2026-01-05 23:23:15.242552
15857,9396,24,19994,13359,20,2025-12-20 23:23:15.242552
15858,3618,36,1656,1574,90,2026-01-28 23:23:15.242552
15859,9952,28,2622,432,10,2025-05-27 23:23:15.242552
15860,7497,24,7091,2496,90,2025-04-27 23:23:15.242552
15861,7390,8,3304,680,20,2025-08-03 23:23:15.242552
15862,4601,40,6399,5049,20,2025-12-05 23:23:15.242552
15863,7382,41,4208,2188,0,2025-07-19 23:23:15.242552
15864,9386,4,17502,13136,10,2026-01-03 23:23:15.242552
15865,6374,18,18440,14615,90,2025-10-27 23:23:15.242552
15866,8166,26,4555,790,90,2025-09-29 23:23:15.242552
15867,3671,3,14065,3007,40,2025-04-02 23:23:15.242552
15868,3791,9,14971,3449,0,2025-05-28 23:23:15.242552
15869,7665,11,5898,1460,0,2025-06-06 23:23:15.242552
15870,4244,39,18768,4403,40,2025-09-05 23:23:15.242552
15871,13,38,15853,13776,10,2025-05-07 23:23:15.242552
15872,1870,1,4094,2606,0,2025-12-11 23:23:15.242552
15873,1223,16,6965,1441,90,2025-12-14 23:23:15.242552
15874,6452,11,7165,2877,40,2025-11-29 23:23:15.242552
15875,9605,15,11584,11037,90,2025-05-10 23:23:15.242552
15876,9949,43,4544,1695,0,2025-08-15 23:23:15.242552
15877,5158,34,12096,8367,40,2025-03-29 23:23:15.242552
15878,4955,40,18626,12624,0,2025-03-08 23:23:15.242552
15879,7876,24,13531,953,20,2025-05-01 23:23:15.242552
15880,9609,42,2457,2081,0,2025-07-23 23:23:15.242552
15881,7490,26,4178,3161,40,2025-11-24 23:23:15.242552
15882,9373,13,7355,430,20,2025-11-30 23:23:15.242552
15883,7298,34,17102,413,0,2025-03-10 23:23:15.242552
15884,7575,12,2249,2086,0,2025-12-09 23:23:15.242552
15885,6603,28,4456,4394,20,2025-08-02 23:23:15.242552
15886,7769,20,15127,6066,10,2025-08-10 23:23:15.242552
15887,3261,5,7273,2672,0,2026-01-23 23:23:15.242552
15888,784,34,19365,19023,10,2025-07-04 23:23:15.242552
15889,9192,49,11296,6378,40,2025-10-01 23:23:15.242552
15890,5072,45,16930,2390,10,2025-12-11 23:23:15.242552
15891,1728,21,1663,412,0,2025-11-14 23:23:15.242552
15892,2581,50,8493,3225,20,2025-04-25 23:23:15.242552
15893,8366,26,18480,2255,20,2025-12-18 23:23:15.242552
15894,9628,18,14157,7815,0,2025-12-24 23:23:15.242552
15895,5923,33,10986,2392,20,2025-03-26 23:23:15.242552
15896,6543,2,19881,16417,90,2025-10-17 23:23:15.242552
15897,3892,17,4954,379,90,2025-08-22 23:23:15.242552
15898,6405,28,18275,17516,0,2026-01-28 23:23:15.242552
15899,6730,15,14934,13087,0,2025-09-24 23:23:15.242552
15900,5657,35,4584,2062,90,2025-04-24 23:23:15.242552
15901,1166,18,19032,18409,0,2025-12-25 23:23:15.242552
15902,3952,7,8399,2650,10,2025-03-16 23:23:15.242552
15903,4034,40,12651,7212,0,2025-10-28 23:23:15.242552
15904,4685,18,14292,4823,40,2025-12-16 23:23:15.242552
15905,3848,14,12890,5165,0,2025-03-30 23:23:15.242552
15906,9067,21,10050,6635,90,2025-08-26 23:23:15.242552
15907,5886,1,7746,1909,0,2026-02-15 23:23:15.242552
15908,7089,28,8128,6285,90,2026-01-27 23:23:15.242552
15909,8415,47,17233,7689,40,2025-05-09 23:23:15.242552
15910,5135,19,2600,2503,0,2025-09-30 23:23:15.242552
15911,7619,3,11949,7896,0,2025-11-15 23:23:15.242552
15912,2440,8,1690,1546,40,2025-12-23 23:23:15.242552
15913,7173,43,15952,7221,40,2025-10-16 23:23:15.242552
15914,1903,30,5123,4291,20,2025-07-10 23:23:15.242552
15915,5510,4,6030,1876,10,2025-05-10 23:23:15.242552
15916,2672,21,16957,14941,0,2025-11-05 23:23:15.242552
15917,5844,18,8875,833,0,2026-01-22 23:23:15.242552
15918,3305,32,2166,1836,90,2025-12-09 23:23:15.242552
15919,916,43,2968,2310,0,2025-07-21 23:23:15.242552
15920,8871,21,15685,55,0,2025-09-18 23:23:15.242552
15921,1199,31,14100,2301,0,2025-09-17 23:23:15.242552
15922,5621,50,7129,1784,40,2025-05-12 23:23:15.242552
15923,5741,7,13366,3716,0,2025-06-16 23:23:15.242552
15924,7400,1,17917,4695,90,2026-03-06 23:23:15.242552
15925,4982,15,2590,1569,10,2026-01-26 23:23:15.242552
15926,7860,42,15376,10865,20,2025-10-22 23:23:15.242552
15927,5843,5,6026,3424,20,2025-07-28 23:23:15.242552
15928,6496,16,15542,14930,0,2025-09-18 23:23:15.242552
15929,3395,6,2776,317,20,2025-04-22 23:23:15.242552
15930,7973,33,16777,11460,40,2026-01-24 23:23:15.242552
15931,1120,41,19308,13718,10,2025-10-29 23:23:15.242552
15932,2557,8,17849,9285,0,2025-11-16 23:23:15.242552
15933,4962,16,3295,2362,40,2025-08-25 23:23:15.242552
15934,4347,2,7870,5622,0,2025-12-21 23:23:15.242552
15935,1990,49,3475,2058,0,2025-07-15 23:23:15.242552
15936,5310,26,16737,922,0,2025-07-16 23:23:15.242552
15937,9697,40,17194,16695,40,2025-09-16 23:23:15.242552
15938,9019,23,3433,1967,0,2025-08-12 23:23:15.242552
15939,3358,11,1231,1072,10,2025-12-23 23:23:15.242552
15940,9691,3,5387,1184,0,2025-03-08 23:23:15.242552
15941,1435,25,12846,2495,90,2025-07-06 23:23:15.242552
15942,7193,6,10038,5235,10,2025-03-14 23:23:15.242552
15943,396,50,2367,724,0,2025-03-07 23:23:15.242552
15944,6703,12,8060,60,10,2026-01-20 23:23:15.242552
15945,88,7,5379,5261,0,2025-05-02 23:23:15.242552
15946,3415,23,16207,11020,90,2025-09-12 23:23:15.242552
15947,7144,26,15447,6498,0,2025-03-24 23:23:15.242552
15948,72,2,1114,46,10,2025-06-29 23:23:15.242552
15949,6207,34,7677,4276,20,2026-03-01 23:23:15.242552
15950,7988,30,16985,13766,10,2026-02-26 23:23:15.242552
15951,4458,11,19542,6230,0,2025-08-27 23:23:15.242552
15952,3726,45,5233,1438,40,2025-12-27 23:23:15.242552
15953,4225,48,8830,3471,90,2025-08-20 23:23:15.242552
15954,3625,22,10887,4565,40,2025-06-11 23:23:15.242552
15955,4603,14,6048,5824,10,2025-10-24 23:23:15.242552
15956,2938,26,8744,5249,40,2025-07-29 23:23:15.242552
15957,3388,19,13903,8814,0,2025-07-27 23:23:15.242552
15958,7203,31,7220,4852,20,2025-03-19 23:23:15.242552
15959,2876,17,14712,5059,10,2026-01-27 23:23:15.242552
15960,9286,44,17678,15163,20,2026-01-30 23:23:15.242552
15961,7337,23,11570,8171,10,2025-06-02 23:23:15.242552
15962,277,43,11322,3887,10,2025-05-04 23:23:15.242552
15963,1049,39,10509,9118,90,2025-12-05 23:23:15.242552
15964,4400,26,17201,8150,0,2025-08-02 23:23:15.242552
15965,8354,8,4799,1667,0,2025-09-07 23:23:15.242552
15966,1790,6,18713,9075,0,2026-01-02 23:23:15.242552
15967,9824,14,1622,1025,0,2025-08-01 23:23:15.242552
15968,8164,1,6227,2380,20,2025-04-11 23:23:15.242552
15969,7013,50,12163,1258,40,2025-03-19 23:23:15.242552
15970,4613,16,5199,1504,40,2025-10-15 23:23:15.242552
15971,5706,16,12595,700,40,2025-08-22 23:23:15.242552
15972,4264,24,6227,2493,0,2026-01-29 23:23:15.242552
15973,3339,23,10239,4762,10,2025-10-11 23:23:15.242552
15974,3336,49,1016,362,20,2025-11-14 23:23:15.242552
15975,9842,15,13004,12604,0,2025-08-03 23:23:15.242552
15976,3638,37,19370,8546,20,2025-09-12 23:23:15.242552
15977,7515,36,2325,301,0,2025-04-05 23:23:15.242552
15978,7990,38,9530,4497,0,2026-02-16 23:23:15.242552
15979,9017,29,8274,8008,0,2025-11-08 23:23:15.242552
15980,2302,44,3205,2589,0,2025-11-21 23:23:15.242552
15981,3489,17,16698,10859,10,2025-07-13 23:23:15.242552
15982,1173,18,7828,191,0,2025-11-01 23:23:15.242552
15983,3901,31,17962,7730,0,2025-05-27 23:23:15.242552
15984,6924,24,7121,2392,10,2025-03-19 23:23:15.242552
15985,9154,7,13947,3538,20,2025-11-06 23:23:15.242552
15986,6560,45,11000,1964,40,2025-08-01 23:23:15.242552
15987,8039,48,4277,3241,10,2025-11-18 23:23:15.242552
15988,6235,20,11659,5551,0,2026-03-01 23:23:15.242552
15989,7023,16,18409,7599,0,2026-02-14 23:23:15.242552
15990,3059,37,13827,10264,20,2025-05-05 23:23:15.242552
15991,5515,24,1766,1508,10,2025-03-26 23:23:15.242552
15992,4797,20,19894,12744,10,2025-07-30 23:23:15.242552
15993,8218,1,3740,729,90,2025-08-01 23:23:15.242552
15994,8371,3,3954,802,0,2026-01-27 23:23:15.242552
15995,2850,6,14950,12058,10,2025-09-08 23:23:15.242552
15996,2365,49,17028,9565,20,2025-08-01 23:23:15.242552
15997,6344,7,3876,3519,0,2025-11-23 23:23:15.242552
15998,4156,23,9423,707,10,2025-08-03 23:23:15.242552
15999,7271,13,11064,4636,0,2025-10-06 23:23:15.242552
16000,7011,7,13885,8938,20,2025-11-19 23:23:15.242552
16001,1839,14,2936,1936,20,2025-08-05 23:23:15.242552
16002,8695,35,17298,13846,40,2025-07-30 23:23:15.242552
16003,5861,18,17089,11654,0,2025-03-30 23:23:15.242552
16004,1518,21,3680,69,20,2025-05-03 23:23:15.242552
16005,1007,39,16399,15008,0,2026-03-04 23:23:15.242552
16006,4168,23,12713,3661,90,2025-09-06 23:23:15.242552
16007,8926,43,1777,776,0,2025-07-05 23:23:15.242552
16008,3348,34,16541,9998,40,2025-12-06 23:23:15.242552
16009,4176,47,18238,9895,40,2025-06-20 23:23:15.242552
16010,552,7,5277,1616,0,2025-04-16 23:23:15.242552
16011,3104,38,6322,217,10,2026-02-28 23:23:15.242552
16012,2577,50,5629,3562,10,2025-03-06 23:23:15.242552
16013,7166,20,4409,4060,0,2025-11-04 23:23:15.242552
16014,5277,44,17041,13026,0,2025-10-03 23:23:15.242552
16015,9349,42,13228,10919,0,2025-05-02 23:23:15.242552
16016,5879,9,17292,579,0,2025-07-30 23:23:15.242552
16017,2236,23,4108,1136,0,2025-12-03 23:23:15.242552
16018,5047,38,16285,15968,20,2025-12-20 23:23:15.242552
16019,5158,24,9799,9429,0,2025-08-08 23:23:15.242552
16020,1947,14,17007,16459,0,2026-01-05 23:23:15.242552
16021,7512,49,7863,247,20,2025-03-06 23:23:15.242552
16022,3645,30,6843,1609,20,2025-10-24 23:23:15.242552
16023,9208,9,12437,12142,0,2025-07-24 23:23:15.242552
16024,1443,47,6909,2202,10,2025-04-06 23:23:15.242552
16025,7214,35,6734,36,90,2025-05-06 23:23:15.242552
16026,7287,28,9303,2328,0,2025-07-14 23:23:15.242552
16027,2264,1,18381,17622,0,2025-11-25 23:23:15.242552
16028,5019,35,2946,10,20,2025-04-16 23:23:15.242552
16029,108,29,14521,1112,10,2025-08-24 23:23:15.242552
16030,1046,22,13375,4225,0,2025-04-11 23:23:15.242552
16031,8197,42,19738,13250,0,2025-11-20 23:23:15.242552
16032,9593,28,14794,13915,0,2025-07-11 23:23:15.242552
16033,8316,11,9731,631,0,2025-08-23 23:23:15.242552
16034,4792,14,14042,2160,20,2025-12-12 23:23:15.242552
16035,1427,47,10744,2634,40,2025-07-18 23:23:15.242552
16036,510,35,1590,1488,40,2026-01-03 23:23:15.242552
16037,4783,1,7257,4222,40,2025-08-15 23:23:15.242552
16038,9192,47,6996,3051,40,2025-06-25 23:23:15.242552
16039,8037,4,8169,3820,90,2025-06-24 23:23:15.242552
16040,5793,18,14403,13348,10,2026-03-04 23:23:15.242552
16041,6267,4,4687,1854,0,2025-05-30 23:23:15.242552
16042,5439,16,2471,957,0,2025-10-18 23:23:15.242552
16043,2036,24,16335,9145,0,2025-12-15 23:23:15.242552
16044,3305,7,12533,7693,90,2025-12-25 23:23:15.242552
16045,908,48,7316,6674,0,2026-01-22 23:23:15.242552
16046,901,23,16766,14663,90,2025-06-23 23:23:15.242552
16047,8320,3,16920,2146,0,2025-08-27 23:23:15.242552
16048,5997,21,3964,2058,40,2025-11-22 23:23:15.242552
16049,6548,15,5181,240,0,2025-10-22 23:23:15.242552
16050,3515,30,16182,6788,0,2025-03-16 23:23:15.242552
16051,2712,47,11572,1177,10,2026-02-20 23:23:15.242552
16052,3853,30,2098,1607,40,2025-03-25 23:23:15.242552
16053,1077,3,11334,10912,90,2025-03-31 23:23:15.242552
16054,3007,34,5324,1066,90,2025-10-01 23:23:15.242552
16055,6677,37,13088,1067,0,2025-07-27 23:23:15.242552
16056,3292,30,6406,4139,0,2025-08-27 23:23:15.242552
16057,4923,23,6248,4296,0,2025-10-19 23:23:15.242552
16058,2442,46,11400,2410,10,2026-02-02 23:23:15.242552
16059,9801,6,16849,1732,0,2025-03-08 23:23:15.242552
16060,180,12,12827,8138,90,2025-11-16 23:23:15.242552
16061,8377,5,16520,9425,20,2025-05-01 23:23:15.242552
16062,934,25,3224,1740,90,2025-05-14 23:23:15.242552
16063,6681,39,7053,2514,0,2025-09-16 23:23:15.242552
16064,4113,45,2310,1817,20,2025-09-16 23:23:15.242552
16065,4365,43,12671,705,40,2025-11-26 23:23:15.242552
16066,5913,39,6525,6386,0,2026-01-18 23:23:15.242552
16067,8193,2,17042,5476,10,2025-10-01 23:23:15.242552
16068,3704,3,2877,1588,20,2025-07-21 23:23:15.242552
16069,7562,40,7886,3378,20,2025-12-17 23:23:15.242552
16070,2275,48,5846,1929,20,2025-10-07 23:23:15.242552
16071,2425,20,10776,947,90,2025-03-25 23:23:15.242552
16072,776,14,19193,12143,10,2026-01-10 23:23:15.242552
16073,3435,28,11274,1134,90,2025-05-29 23:23:15.242552
16074,5272,12,15717,3651,20,2025-07-14 23:23:15.242552
16075,2818,7,3717,2288,0,2025-11-18 23:23:15.242552
16076,9617,42,5838,3046,20,2025-04-25 23:23:15.242552
16077,1714,31,17956,15536,0,2025-07-27 23:23:15.242552
16078,9036,11,13403,8081,20,2025-10-30 23:23:15.242552
16079,883,22,10487,5115,20,2025-10-02 23:23:15.242552
16080,7348,12,10376,2354,0,2025-10-06 23:23:15.242552
16081,7313,30,8885,4752,0,2025-06-16 23:23:15.242552
16082,389,43,5200,2523,0,2025-04-02 23:23:15.242552
16083,7869,40,4889,2079,0,2026-01-10 23:23:15.242552
16084,7300,40,15538,13218,90,2026-02-09 23:23:15.242552
16085,7057,36,4056,3729,0,2025-10-24 23:23:15.242552
16086,2081,42,10872,3117,10,2025-05-09 23:23:15.242552
16087,9831,45,16569,16527,0,2025-10-17 23:23:15.242552
16088,2762,43,9474,3181,0,2025-05-25 23:23:15.242552
16089,8338,15,2857,2596,0,2025-12-21 23:23:15.242552
16090,5131,8,13992,6383,40,2025-03-19 23:23:15.242552
16091,6336,23,17387,2802,20,2025-06-11 23:23:15.242552
16092,9656,31,4380,394,0,2025-05-16 23:23:15.242552
16093,199,18,18924,14241,90,2025-08-13 23:23:15.242552
16094,2313,43,2889,2175,90,2025-09-27 23:23:15.242552
16095,1805,34,17473,16869,10,2025-05-30 23:23:15.242552
16096,3081,49,6511,340,40,2025-10-20 23:23:15.242552
16097,8321,7,9629,5924,0,2025-10-14 23:23:15.242552
16098,9286,38,4829,2555,90,2025-11-03 23:23:15.242552
16099,1053,24,2840,89,0,2025-03-10 23:23:15.242552
16100,536,9,4236,1313,0,2025-12-31 23:23:15.242552
16101,1763,36,4483,1685,10,2025-06-23 23:23:15.242552
16102,6703,33,9626,2558,20,2025-03-21 23:23:15.242552
16103,7155,35,8906,8565,0,2025-05-25 23:23:15.242552
16104,2411,37,14756,13087,0,2025-08-05 23:23:15.242552
16105,5199,38,19330,11727,90,2025-05-30 23:23:15.242552
16106,4358,5,1758,428,0,2025-10-01 23:23:15.242552
16107,4061,32,17896,2208,0,2025-03-16 23:23:15.242552
16108,7616,24,19713,2672,40,2026-02-04 23:23:15.242552
16109,6687,45,15998,1237,0,2025-12-15 23:23:15.242552
16110,7633,24,12086,5620,90,2025-07-04 23:23:15.242552
16111,2836,42,16353,16027,90,2025-08-08 23:23:15.242552
16112,9149,25,16267,12849,10,2025-10-26 23:23:15.242552
16113,2908,35,19700,14896,0,2025-05-22 23:23:15.242552
16114,7952,18,4322,1069,0,2025-12-29 23:23:15.242552
16115,688,30,18106,16214,0,2025-06-22 23:23:15.242552
16116,6986,3,8180,7967,20,2025-12-01 23:23:15.242552
16117,9038,38,9030,514,20,2025-08-30 23:23:15.242552
16118,3788,50,5029,2844,0,2025-05-29 23:23:15.242552
16119,7790,29,12557,7761,20,2025-12-07 23:23:15.242552
16120,9585,9,15103,14566,0,2025-06-24 23:23:15.242552
16121,4830,10,13993,143,40,2026-02-22 23:23:15.242552
